id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
DOG_038,Slow-Cooked Tofu & Brown Rice Loaf,Dog,Adult,"Tofu, Brown Rice, Green Beans, Celery, Broccoli, Coconut Oil","186g, 148g, 63g, 55g, 22g, 15g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Celery, Broccoli) so they are easily digestible. | Mix the cooked Tofu, Brown Rice, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",96,4.3,5.2,9.2,"Riboflavin, Folic Acid, Vitamin A, Vitamin D3","Selenium, Phosphorus",15 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-slow-cooked-tofu-and-brown-rice-loaf
DOG_039,Homestyle Pork Loin & Quinoa Stew,Dog,Baby,"Pork Loin, Quinoa, Peas, Zucchini, Flaxseed Oil","152g, 65g, 52g, 20g, 9g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Zucchini) so they are easily digestible. | Mix the cooked Pork Loin, Quinoa, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",192,15.8,10.7,7.2,"Riboflavin, Vitamin E","Selenium, Calcium, Copper",30 mins,Medium,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-homestyle-pork-loin-and-quinoa-stew
DOG_040,Homestyle Chicken Breast & Pumpkin Puree Bowl,Dog,Adult,"Chicken Breast, Pumpkin Puree, Spinach, Carrots, Peas, Coconut Oil","132g, 78g, 44g, 26g, 43g, 12g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Carrots, Peas) so they are easily digestible. | Mix the cooked Chicken Breast, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",119,13.6,5.1,4.5,"Niacin, Folic Acid, Vitamin C, Riboflavin","Magnesium, Calcium",20 mins,Easy,"Senior Pet, Puppy/Kitten","Senior Pet Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/dog-homestyle-chicken-breast-and-pumpkin-puree-bowl
DOG_041,Premium Turkey Breast & Barley Bite-Sized Dinner,Dog,Senior,"Turkey Breast, Barley, Carrots, Zucchini, Spinach, Salmon Oil","110g, 76g, 67g, 79g, 51g, 13g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Zucchini, Spinach) so they are easily digestible. | Mix the cooked Turkey Breast, Barley, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",148,11.5,4.3,16.7,"Vitamin C, Vitamin B12","Calcium, Potassium",20 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-premium-turkey-breast-and-barley-bite-sized-dinner
DOG_042,Hearty Lamb Lean & Potato Casserole,Dog,Baby,"Lamb Lean, Potato, Peas, Coconut Oil","241g, 139g, 74g, 10g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas) so they are easily digestible. | Mix the cooked Lamb Lean, Potato, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",205,14.4,13.2,7.3,"Vitamin D3, Niacin, Vitamin C","Phosphorus, Zinc, Iron, Copper",30 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/dog-hearty-lamb-lean-and-potato-casserole
DOG_043,Slow-Cooked Pork Loin & Sweet Potato Casserole,Dog,Senior,"Pork Loin, Sweet Potato, Carrots, Celery, Spinach, Salmon Oil","187g, 127g, 33g, 21g, 42g, 8g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Celery, Spinach) so they are easily digestible. | Mix the cooked Pork Loin, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",158,13.0,8.3,7.3,"Vitamin A, Vitamin B12","Magnesium, Iron",30 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/dog-slow-cooked-pork-loin-and-sweet-potato-casserole
DOG_044,Fresh & Healthy Turkey Breast & Oatmeal Casserole,Dog,Baby,"Turkey Breast, Oatmeal, Peas, Carrots, Spinach, Flaxseed Oil","165g, 89g, 65g, 32g, 62g, 7g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Carrots, Spinach) so they are easily digestible. | Mix the cooked Turkey Breast, Oatmeal, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",169,16.7,3.9,17.4,"Vitamin B12, Folic Acid","Iron, Selenium, Magnesium",25 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/dog-fresh-and-healthy-turkey-breast-and-oatmeal-casserole
DOG_045,Slow-Cooked Beef Lean & Quinoa Loaf,Dog,Baby,"Beef Lean, Quinoa, Zucchini, Flaxseed Oil","126g, 75g, 42g, 8g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Beef Lean, Quinoa, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",192,14.6,11.3,6.8,"Thiamine, Vitamin C, Folic Acid, Vitamin B12","Phosphorus, Iron, Zinc",15 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-slow-cooked-beef-lean-and-quinoa-loaf
DOG_046,Homestyle Turkey Breast & Oatmeal Puree topper,Dog,Adult,"Turkey Breast, Oatmeal, Green Beans, Carrots, Peas, Flaxseed Oil","226g, 93g, 29g, 20g, 74g, 10g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Carrots, Peas) so they are easily digestible. | Mix the cooked Turkey Breast, Oatmeal, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",184,19.5,4.5,16.7,"Vitamin B12, Vitamin D3","Manganese, Calcium, Potassium",15 mins,Easy,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/dog-homestyle-turkey-breast-and-oatmeal-puree-topper
DOG_047,Fresh & Healthy Pork Loin & Quinoa Mash,Dog,Baby,"Pork Loin, Quinoa, Broccoli, Coconut Oil","124g, 60g, 53g, 13g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli) so they are easily digestible. | Mix the cooked Pork Loin, Quinoa, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",201,15.0,12.7,6.5,"Niacin, Vitamin E","Phosphorus, Calcium, Zinc",25 mins,Easy,"Skin & Coat, High Protein","Skin & Coat Support, High Protein Support",https://pawfeed.ai/recipes/dog-fresh-and-healthy-pork-loin-and-quinoa-mash
DOG_048,Premium Cod Fillet & Pumpkin Puree Puree topper,Dog,Baby,"Cod Fillet, Pumpkin Puree, Peas, Coconut Oil","171g, 76g, 27g, 13g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas) so they are easily digestible. | Mix the cooked Cod Fillet, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",102,11.5,5.0,3.0,"Vitamin E, Vitamin D3, Niacin","Phosphorus, Iron, Magnesium",25 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-premium-cod-fillet-and-pumpkin-puree-puree-topper
DOG_049,Savory Egg & Brown Rice Puree topper,Dog,Senior,"Egg, Brown Rice, Spinach, Olive Oil","158g, 112g, 45g, 12g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Egg, Brown Rice, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",149,7.6,9.3,8.9,"Niacin, Vitamin C, Thiamine, Folic Acid","Iron, Copper, Phosphorus, Selenium",25 mins,Medium,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-savory-egg-and-brown-rice-puree-topper
DOG_050,Savory Cod Fillet & Pumpkin Puree Stew,Dog,Baby,"Cod Fillet, Pumpkin Puree, Zucchini, Coconut Oil","247g, 63g, 53g, 6g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Cod Fillet, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",76,12.4,2.2,1.6,"Vitamin C, Vitamin E, Vitamin D3","Potassium, Iron",15 mins,Medium,"Skin & Coat, Joint Health","Skin & Coat Support, Joint Health Support",https://pawfeed.ai/recipes/dog-savory-cod-fillet-and-pumpkin-puree-stew
DOG_051,Homestyle Beef Lean & Quinoa Bite-Sized Dinner,Dog,Senior,"Beef Lean, Quinoa, Peas, Green Beans, Olive Oil","179g, 136g, 68g, 27g, 11g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Green Beans) so they are easily digestible. | Mix the cooked Beef Lean, Quinoa, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",183,13.5,9.7,9.5,"Vitamin B12, Niacin, Vitamin D3","Iron, Manganese, Zinc",25 mins,Medium,"Skin & Coat, Digestive Health","Skin & Coat Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-homestyle-beef-lean-and-quinoa-bite-sized-dinner
DOG_052,Homestyle Turkey Breast & White Rice Mash,Dog,Senior,"Turkey Breast, White Rice, Broccoli, Carrots, Salmon Oil","175g, 53g, 37g, 28g, 11g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Carrots) so they are easily digestible. | Mix the cooked Turkey Breast, White Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",141,18.2,4.6,6.6,"Folic Acid, Niacin","Selenium, Zinc, Phosphorus, Magnesium",25 mins,Medium,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-homestyle-turkey-breast-and-white-rice-mash
DOG_053,Premium Salmon Fillet & Oatmeal Bowl,Dog,Baby,"Salmon Fillet, Oatmeal, Peas, Salmon Oil","125g, 131g, 24g, 11g","Thoroughly cook the Salmon Fillet in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas) so they are easily digestible. | Mix the cooked Salmon Fillet, Oatmeal, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",305,16.6,12.5,30.9,"Vitamin A, Thiamine","Iron, Zinc, Copper, Manganese",25 mins,Easy,"Digestive Health, Skin & Coat","Digestive Health Support, Skin & Coat Support",https://pawfeed.ai/recipes/dog-premium-salmon-fillet-and-oatmeal-bowl
DOG_054,Nutrient-Rich Salmon Fillet & Brown Rice Skillet Mix,Dog,Senior,"Salmon Fillet, Brown Rice, Carrots, Broccoli, Peas, Flaxseed Oil","247g, 52g, 22g, 47g, 53g, 14g","Thoroughly cook the Salmon Fillet in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Broccoli, Peas) so they are easily digestible. | Mix the cooked Salmon Fillet, Brown Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",175,12.7,10.8,5.7,"Niacin, Vitamin D3","Manganese, Potassium, Magnesium, Copper",20 mins,Medium,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/dog-nutrient-rich-salmon-fillet-and-brown-rice-skillet-mix
DOG_055,Slow-Cooked Egg & Barley Bite-Sized Dinner,Dog,Adult,"Egg, Barley, Celery, Peas, Spinach, Coconut Oil","111g, 136g, 64g, 70g, 26g, 10g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Peas, Spinach) so they are easily digestible. | Mix the cooked Egg, Barley, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",195,8.7,6.2,27.1,"Vitamin E, Vitamin A, Niacin","Phosphorus, Selenium",15 mins,Easy,"Digestive Health, Senior Pet","Digestive Health Support, Senior Pet Support",https://pawfeed.ai/recipes/dog-slow-cooked-egg-and-barley-bite-sized-dinner
DOG_056,Wholesome Cod Fillet & Oatmeal Mash,Dog,Senior,"Cod Fillet, Oatmeal, Peas, Green Beans, Zucchini, Flaxseed Oil","193g, 123g, 21g, 22g, 33g, 9g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Green Beans, Zucchini) so they are easily digestible. | Mix the cooked Cod Fillet, Oatmeal, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",186,14.3,4.8,21.6,"Folic Acid, Vitamin B12, Vitamin D3, Vitamin E","Potassium, Iron",25 mins,Easy,"Weight Management, Joint Health","Weight Management Support, Joint Health Support",https://pawfeed.ai/recipes/dog-wholesome-cod-fillet-and-oatmeal-mash
DOG_057,Hearty Pork Loin & Barley Loaf,Dog,Adult,"Pork Loin, Barley, Carrots, Salmon Oil","146g, 58g, 41g, 5g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots) so they are easily digestible. | Mix the cooked Pork Loin, Barley, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",248,18.8,10.7,18.5,"Riboflavin, Niacin, Vitamin C","Manganese, Selenium",20 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-hearty-pork-loin-and-barley-loaf
DOG_058,Premium Lamb Lean & Brown Rice Bite-Sized Dinner,Dog,Adult,"Lamb Lean, Brown Rice, Celery, Flaxseed Oil","200g, 89g, 56g, 11g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery) so they are easily digestible. | Mix the cooked Lamb Lean, Brown Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",221,14.8,15.1,6.2,"Riboflavin, Thiamine, Folic Acid, Vitamin D3","Copper, Manganese, Phosphorus, Potassium",15 mins,Medium,"Puppy/Kitten, Skin & Coat","Puppy/Kitten Support, Skin & Coat Support",https://pawfeed.ai/recipes/dog-premium-lamb-lean-and-brown-rice-bite-sized-dinner
DOG_059,Hearty Salmon Fillet & Barley Casserole,Dog,Baby,"Salmon Fillet, Barley, Peas, Olive Oil","160g, 55g, 62g, 7g","Thoroughly cook the Salmon Fillet in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas) so they are easily digestible. | Mix the cooked Salmon Fillet, Barley, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",225,14.9,10.3,17.2,"Vitamin C, Niacin, Vitamin B12","Calcium, Zinc, Potassium, Magnesium",20 mins,Easy,"Digestive Health, Joint Health","Digestive Health Support, Joint Health Support",https://pawfeed.ai/recipes/dog-hearty-salmon-fillet-and-barley-casserole
